	L1	L10	L100	L101	L102	L103	L104	L105	L106	L107	L108	L109	L11	L110	L111	L112	L113	L114	L115	L116	L117	L118	L119	L12	L120	L121	L122	L123	L124	L125	L126	L127	L128	L129	L13	L130	L131	L132	L133	L134	L135	L136	L137	L138	L139	L14	L140	L141	L142	L143	L144	L15	L16	L17	L18	L19	L2	L20	L21	L22	L23	L24	L25	L26	L27	L28	L29	L3	L30	L31	L32	L33	L34	L35	L36	L37	L38	L39	L40	L41	L42	L43	L44	L45	L46	L48	L49	L5	L50	L51	L53	L54	L55	L56	L57	L58	L59	L6	L60	L61	L62	L63	L64	L65	L66	L67	L68	L69	L7	L70	L71	L72	L73	L75	L76	L77	L78	L79	L8	L80	L81	L82	L84	L85	L86	L87	L88	L89	L9	L90	L91	L93	L94	L95	L96	L97	L98	L99
L31	0.8481012658227848	0.8255813953488372	0.8961038961038961	0.7333333333333333	0.7209302325581395	0.8354430379746836	0.782608695652174	0.8041237113402062	0.8181818181818182	0.8455882352941176	0.8387096774193549	0.7872340425531915	0.7297297297297297	0.8192771084337349	0.7395833333333334	0.8690476190476191	0.8089887640449438	0.8160919540229885	0.8	0.8255813953488372	0.8217821782178217	0.8539325842696629	0.8073394495412844	0.6881720430107527	0.9156626506024096	0.8333333333333334	0.7159090909090909	0.8559322033898306	0.845360824742268	0.8017241379310345	0.8780487804878049	0.8220338983050848	0.8888888888888888	0.8620689655172413	0.7840909090909091	0.8552631578947368	0.7604166666666666	0.7717391304347826	0.7796610169491526	0.8271604938271605	0.8256880733944955	0.7741935483870968	0.7524752475247525	0.6962025316455697	0.8333333333333334	0.8	0.7444444444444445	0.7589285714285714	0.6962025316455697	0.7474747474747475	0.8974358974358975	0.7387387387387387	0.7802197802197802	0.775	0.8415841584158416	0.7575757575757576	0.8192771084337349	0.7982456140350878	0.8023255813953488	0.8235294117647058	0.7578947368421053	0.7926829268292683	0.7674418604651163	0.7471264367816092	0.7111111111111111	0.6842105263157895	0.7466666666666667	0.8144329896907216	0.7528089887640449	0.0	0.8481012658227848	0.7529411764705882	0.7721518987341772	0.7375	0.8571428571428571	0.7474747474747475	0.8192771084337349	0.8295454545454546	0.8585858585858586	0.8255813953488372	0.9156626506024096	0.7821782178217822	0.7647058823529411	0.8433734939759037	0.8172043010752689	0.8481012658227848	0.8085106382978723	0.8068181818181818	0.8441558441558441	0.7938144329896907	0.8488372093023255	0.85	0.7372881355932204	0.865979381443299	0.8780487804878049	0.8395061728395061	0.8023255813953488	0.7766990291262136	0.8181818181818182	0.7920792079207921	0.85	0.8189655172413793	0.7528089887640449	0.7450980392156863	0.8607594936708861	0.9466666666666667	0.8795180722891566	0.696078431372549	0.7386363636363636	0.7391304347826086	0.6818181818181818	0.7575757575757576	0.7291666666666666	0.6923076923076923	0.8024691358024691	0.6666666666666666	0.7717391304347826	0.7857142857142857	0.8533333333333334	0.7526881720430108	0.7619047619047619	0.872093023255814	0.8602150537634409	0.7640449438202247	0.8488372093023255	0.79	0.9135802469135802	0.8021978021978022	0.8352941176470589	0.813953488372093	0.8157894736842105	0.8543689320388349	0.8111111111111111	0.8118811881188119	0.8181818181818182	0.8041237113402062	0.8648648648648649	0.6831683168316832
L32	0.6060606060606061	0.6976744186046512	0.8235294117647058	0.8108108108108109	0.7254901960784313	0.7631578947368421	0.8414634146341463	0.9076923076923077	0.7446808510638298	0.8910891089108911	0.8545454545454545	0.85	0.8292682926829268	0.7674418604651163	0.7741935483870968	0.8095238095238095	0.8269230769230769	0.84	0.8518518518518519	0.7272727272727273	0.8253968253968254	0.8125	0.8513513513513513	0.7580645161290323	0.875	0.9016393442622951	0.6923076923076923	0.9411764705882353	0.864406779661017	0.8941176470588236	0.7297297297297297	0.8674698795180723	0.7931034482758621	0.875	0.7346938775510204	0.8	0.8253968253968254	0.8666666666666667	0.8488372093023255	0.8372093023255814	0.8783783783783784	0.8103448275862069	0.8260869565217391	0.7391304347826086	0.8787878787878788	0.7884615384615384	0.7636363636363637	0.8941176470588236	0.7391304347826086	0.8208955223880597	0.7575757575757576	0.8125	0.7058823529411765	0.7380952380952381	0.819672131147541	0.8	0.6410256410256411	0.8051948051948052	0.8163265306122449	0.7209302325581395	0.7627118644067796	0.6829268292682927	0.7551020408163265	0.6666666666666666	0.7758620689655172	0.625	0.6388888888888888	0.8135593220338984	0.6530612244897959	0.8481012658227848	0.0	0.6136363636363636	0.631578947368421	0.6	0.696969696969697	0.746031746031746	0.7073170731707317	0.7659574468085106	0.847457627118644	0.6666666666666666	0.75	0.835820895522388	0.8461538461538461	0.6216216216216216	0.8181818181818182	0.7222222222222222	0.7818181818181819	0.723404255319149	0.7777777777777778	0.8571428571428571	0.8	0.825	0.8936170212765957	0.8181818181818182	0.825	0.6756756756756757	0.7391304347826086	0.8260869565217391	0.7368421052631579	0.8153846153846154	0.7948717948717948	0.8354430379746836	0.7777777777777778	0.7424242424242424	0.7837837837837838	0.9032258064516129	0.8292682926829268	0.8860759493670886	0.8	0.660377358490566	0.7951807228915663	0.8	0.7166666666666667	0.7241379310344828	0.5142857142857142	0.8181818181818182	0.6666666666666666	0.8064516129032258	0.7575757575757576	0.7090909090909091	0.8028169014084507	0.7619047619047619	0.8269230769230769	0.8793103448275862	0.8260869565217391	0.8985507246376812	0.9512195121951219	0.7450980392156863	0.6829268292682927	0.7608695652173914	0.875	0.8769230769230769	0.7346938775510204	0.7704918032786885	0.6888888888888889	0.8166666666666667	0.7419354838709677	0.7777777777777778
L33	0.6739130434782609	0.660377358490566	0.8297872340425532	0.7439024390243902	0.5714285714285714	0.7843137254901961	0.75	0.8533333333333334	0.6785714285714286	0.8240740740740741	0.835820895522388	0.782608695652174	0.7666666666666667	0.6923076923076923	0.7702702702702703	0.7	0.7540983606557377	0.7833333333333333	0.8131868131868132	0.660377358490566	0.7808219178082192	0.819672131147541	0.7951807228915663	0.6857142857142857	0.8679245283018868	0.8918918918918919	0.5178571428571429	0.8829787234042553	0.8115942028985508	0.8021978021978022	0.7083333333333334	0.8021978021978022	0.8888888888888888	0.8688524590163934	0.6949152542372882	0.8367346938775511	0.7972972972972973	0.7611940298507462	0.7741935483870968	0.75	0.8333333333333334	0.7076923076923077	0.7692307692307693	0.6727272727272727	0.8441558441558441	0.7213114754098361	0.703125	0.8645833333333334	0.6481481481481481	0.7792207792207793	0.7272727272727273	0.75	0.65	0.6122448979591837	0.7746478873239436	0.76	0.6666666666666666	0.7411764705882353	0.6481481481481481	0.6538461538461539	0.7428571428571429	0.62	0.6428571428571429	0.5636363636363636	0.8378378378378378	0.6274509803921569	0.6382978723404256	0.7313432835820896	0.65	0.7529411764705882	0.6136363636363636	0.0	0.6041666666666666	0.6078431372549019	0.6818181818181818	0.676056338028169	0.6923076923076923	0.7833333333333333	0.7230769230769231	0.6346153846153846	0.75	0.7763157894736842	0.6842105263157895	0.68	0.6666666666666666	0.7021276595744681	0.5862068965517241	0.7704918032786885	0.5609756097560976	0.7746478873239436	0.5319148936170213	0.7083333333333334	0.8217821782178217	0.7692307692307693	0.7843137254901961	0.6086956521739131	0.6481481481481481	0.7532467532467533	0.640625	0.7222222222222222	0.7843137254901961	0.8111111111111111	0.734375	0.6388888888888888	0.6666666666666666	0.9347826086956522	0.7647058823529411	0.8426966292134831	0.7727272727272727	0.5423728813559322	0.75	0.7083333333333334	0.6857142857142857	0.6515151515151515	0.4418604651162791	0.7529411764705882	0.5178571428571429	0.7464788732394366	0.782608695652174	0.65625	0.75	0.7592592592592593	0.711864406779661	0.8732394366197183	0.7454545454545455	0.8625	0.84	0.765625	0.6981132075471698	0.7586206896551724	0.8202247191011236	0.8266666666666667	0.6	0.7671232876712328	0.7017543859649122	0.676923076923077	0.7441860465116279	0.6794871794871795
L34	0.631578947368421	0.6521739130434783	0.8205128205128205	0.7948717948717948	0.660377358490566	0.7674418604651163	0.7682926829268293	0.8153846153846154	0.6170212765957447	0.8761904761904762	0.8305084745762712	0.8095238095238095	0.7407407407407407	0.6590909090909091	0.7384615384615385	0.782608695652174	0.7592592592592593	0.7450980392156863	0.8072289156626506	0.6808510638297872	0.8405797101449275	0.8333333333333334	0.8181818181818182	0.703125	0.8409090909090909	0.8769230769230769	0.6545454545454545	0.9090909090909091	0.8032786885245902	0.8636363636363636	0.7380952380952381	0.8372093023255814	0.7941176470588235	0.8461538461538461	0.7169811320754716	0.7027027027027027	0.7301587301587301	0.84375	0.8068181818181818	0.7555555555555555	0.8133333333333334	0.7903225806451613	0.8243243243243243	0.6666666666666666	0.8732394366197183	0.7454545454545455	0.6545454545454545	0.8764044943820225	0.6382978723404256	0.75	0.825	0.8255813953488372	0.6666666666666666	0.6888888888888889	0.7419354838709677	0.8333333333333334	0.5609756097560976	0.759493670886076	0.7924528301886793	0.6739130434782609	0.6379310344827587	0.6046511627906976	0.6862745098039216	0.6274509803921569	0.7580645161290323	0.5813953488372093	0.6904761904761905	0.7741935483870968	0.5306122448979592	0.7721518987341772	0.631578947368421	0.6041666666666666	0.0	0.5238095238095238	0.6388888888888888	0.7121212121212122	0.7446808510638298	0.7692307692307693	0.7868852459016393	0.6222222222222222	0.7857142857142857	0.8169014084507042	0.7307692307692307	0.7333333333333333	0.7758620689655172	0.7317073170731707	0.7192982456140351	0.6530612244897959	0.6842105263157895	0.8181818181818182	0.75	0.7073170731707317	0.8421052631578947	0.7758620689655172	0.7674418604651163	0.7209302325581395	0.72	0.7391304347826086	0.7213114754098361	0.7611940298507462	0.7674418604651163	0.8604651162790697	0.7586206896551724	0.7285714285714285	0.813953488372093	0.918918918918919	0.8	0.810126582278481	0.6909090909090909	0.625	0.7816091954022989	0.7272727272727273	0.6825396825396826	0.6885245901639344	0.5853658536585366	0.7402597402597403	0.6545454545454545	0.7301587301587301	0.7948717948717948	0.6491228070175439	0.7361111111111112	0.7391304347826086	0.7818181818181819	0.8360655737704918	0.8	0.8767123287671232	0.9111111111111111	0.7272727272727273	0.5714285714285714	0.7142857142857143	0.8571428571428571	0.8208955223880597	0.6923076923076923	0.6935483870967742	0.673469387755102	0.7580645161290323	0.6764705882352942	0.7466666666666667
L35	0.5641025641025641	0.625	0.75	0.7435897435897436	0.6607142857142857	0.7333333333333333	0.75	0.8428571428571429	0.6470588235294118	0.8703703703703703	0.6964285714285714	0.7258064516129032	0.7073170731707317	0.6304347826086957	0.6349206349206349	0.6956521739130435	0.6851851851851852	0.6666666666666666	0.7439024390243902	0.5957446808510638	0.7272727272727273	0.7592592592592593	0.75	0.6615384615384615	0.8541666666666666	0.796875	0.6071428571428571	0.8764044943820225	0.7377049180327869	0.8045977011494253	0.7045454545454546	0.8045977011494253	0.75	0.7924528301886793	0.6415094339622641	0.7	0.7076923076923077	0.8	0.7613636363636364	0.6666666666666666	0.7922077922077922	0.746031746031746	0.7534246575342466	0.6122448979591837	0.8169014084507042	0.6964285714285714	0.631578947368421	0.8444444444444444	0.6122448979591837	0.6911764705882353	0.7857142857142857	0.7647058823529411	0.6666666666666666	0.6595744680851063	0.7941176470588235	0.8266666666666667	0.5681818181818182	0.725	0.8070175438596491	0.673469387755102	0.639344262295082	0.6938775510204082	0.7090909090909091	0.5769230769230769	0.6935483870967742	0.4883720930232558	0.6590909090909091	0.7301587301587301	0.5660377358490566	0.7375	0.6	0.6078431372549019	0.5238095238095238	0.0	0.6052631578947368	0.6307692307692307	0.7647058823529411	0.7169811320754716	0.7419354838709677	0.5957446808510638	0.7777777777777778	0.7605633802816901	0.7931034482758621	0.6444444444444445	0.7704918032786885	0.6666666666666666	0.7166666666666667	0.6274509803921569	0.7441860465116279	0.8115942028985508	0.72	0.7608695652173914	0.7741935483870968	0.75	0.7872340425531915	0.6888888888888889	0.64	0.7361111111111112	0.7575757575757576	0.7571428571428571	0.7608695652173914	0.8	0.6666666666666666	0.6323529411764706	0.7777777777777778	0.9	0.7391304347826086	0.759493670886076	0.6666666666666666	0.5535714285714286	0.6904761904761905	0.7246376811594203	0.5967741935483871	0.5517241379310345	0.5238095238095238	0.7051282051282052	0.5555555555555556	0.746268656716418	0.6578947368421053	0.6721311475409836	0.6805555555555556	0.76	0.8166666666666667	0.7903225806451613	0.7924528301886793	0.868421052631579	0.8958333333333334	0.6545454545454545	0.6086956521739131	0.6326530612244898	0.8372093023255814	0.8142857142857143	0.6666666666666666	0.6923076923076923	0.6470588235294118	0.7538461538461538	0.6756756756756757	0.7272727272727273
L36	0.7714285714285715	0.675	0.6785714285714286	0.8666666666666667	0.76	0.7058823529411765	0.8354430379746836	0.9032258064516129	0.7272727272727273	0.8645833333333334	0.7755102040816326	0.7777777777777778	0.7922077922077922	0.6111111111111112	0.7627118644067796	0.6944444444444444	0.7659574468085106	0.7777777777777778	0.8607594936708861	0.7380952380952381	0.7966101694915254	0.7727272727272727	0.8611111111111112	0.7868852459016393	0.8333333333333334	0.8363636363636363	0.7254901960784313	0.8701298701298701	0.7692307692307693	0.8181818181818182	0.7428571428571429	0.8333333333333334	0.7692307692307693	0.9148936170212766	0.7446808510638298	0.78125	0.8166666666666667	0.7735849056603774	0.8148148148148148	0.6571428571428571	0.8732394366197183	0.8	0.8	0.75	0.8548387096774194	0.7755102040816326	0.75	0.9036144578313253	0.7209302325581395	0.7936507936507936	0.7741935483870968	0.8354430379746836	0.7884615384615384	0.7804878048780488	0.8305084745762712	0.8636363636363636	0.5714285714285714	0.8133333333333334	0.8541666666666666	0.7317073170731707	0.7931034482758621	0.725	0.8163265306122449	0.6444444444444445	0.7857142857142857	0.631578947368421	0.7894736842105263	0.7592592592592593	0.6595744680851063	0.8571428571428571	0.696969696969697	0.6818181818181818	0.6388888888888888	0.6052631578947368	0.0	0.7741935483870968	0.8095238095238095	0.8297872340425532	0.75	0.7073170731707317	0.8	0.8636363636363636	0.8367346938775511	0.7027027027027027	0.8076923076923077	0.7352941176470589	0.7692307692307693	0.7333333333333333	0.6774193548387096	0.85	0.6923076923076923	0.7428571428571429	0.8651685393258427	0.7083333333333334	0.7777777777777778	0.7222222222222222	0.6904761904761905	0.78125	0.7454545454545455	0.8253968253968254	0.7428571428571429	0.8734177215189873	0.7647058823529411	0.7692307692307693	0.7647058823529411	0.8928571428571429	0.7142857142857143	0.8666666666666667	0.7884615384615384	0.6923076923076923	0.8313253012048193	0.7704918032786885	0.7666666666666667	0.7321428571428571	0.6756756756756757	0.8108108108108109	0.673469387755102	0.8166666666666667	0.6428571428571429	0.7636363636363637	0.7941176470588235	0.7435897435897436	0.7916666666666666	0.8076923076923077	0.725	0.9104477611940298	0.8888888888888888	0.7291666666666666	0.6578947368421053	0.6829268292682927	0.8552631578947368	0.8709677419354839	0.627906976744186	0.8387096774193549	0.7272727272727273	0.7636363636363637	0.6153846153846154	0.8356164383561644
L37	0.765625	0.7464788732394366	0.8939393939393939	0.7653061224489796	0.7272727272727273	0.8732394366197183	0.6804123711340206	0.8444444444444444	0.7894736842105263	0.8671875	0.7532467532467533	0.7857142857142857	0.7596153846153846	0.7352941176470589	0.7613636363636364	0.7794117647058824	0.810126582278481	0.7361111111111112	0.822429906542056	0.7638888888888888	0.8111111111111111	0.7671232876712328	0.7835051546391752	0.625	0.835820895522388	0.8888888888888888	0.6351351351351351	0.8611111111111112	0.7951807228915663	0.8454545454545455	0.7692307692307693	0.8348623853211009	0.8275862068965517	0.8987341772151899	0.6428571428571429	0.828125	0.8111111111111111	0.7530864197530864	0.7777777777777778	0.7611940298507462	0.8282828282828283	0.7407407407407407	0.7741935483870968	0.6811594202898551	0.9081632653061225	0.72	0.7215189873417721	0.8660714285714286	0.6617647058823529	0.7956989247311828	0.8253968253968254	0.7070707070707071	0.625	0.7164179104477612	0.7647058823529411	0.8064516129032258	0.696969696969697	0.7244897959183674	0.7866666666666666	0.7428571428571429	0.7073170731707317	0.7746478873239436	0.6571428571428571	0.6891891891891891	0.8045977011494253	0.6666666666666666	0.6557377049180327	0.788235294117647	0.68	0.7474747474747475	0.746031746031746	0.676056338028169	0.7121212121212122	0.6307692307692307	0.7741935483870968	0.0	0.696969696969697	0.7866666666666666	0.6883116883116883	0.7285714285714285	0.835820895522388	0.8556701030927835	0.7083333333333334	0.7272727272727273	0.775	0.803030303030303	0.717948717948718	0.726027397260274	0.8333333333333334	0.8586956521739131	0.7571428571428571	0.8235294117647058	0.7876106194690266	0.7272727272727273	0.8235294117647058	0.7575757575757576	0.6417910447761194	0.7608695652173914	0.7037037037037037	0.7058823529411765	0.7878787878787878	0.8095238095238095	0.6621621621621622	0.6818181818181818	0.8181818181818182	0.9193548387096774	0.8088235294117647	0.8137254901960784	0.7468354430379747	0.5753424657534246	0.7087378640776699	0.7093023255813954	0.6904761904761905	0.6282051282051282	0.6507936507936508	0.7216494845360825	0.5774647887323944	0.7840909090909091	0.7666666666666667	0.631578947368421	0.6888888888888889	0.7857142857142857	0.7792207792207793	0.898876404494382	0.7746478873239436	0.9313725490196079	0.8823529411764706	0.7721518987341772	0.7205882352941176	0.6956521739130435	0.8173076923076923	0.8222222222222222	0.6986301369863014	0.8131868131868132	0.7222222222222222	0.7619047619047619	0.8387096774193549	0.7127659574468085
L38	0.7954545454545454	0.7142857142857143	0.825	0.8414634146341463	0.7586206896551724	0.851063829787234	0.725	0.8695652173913043	0.7777777777777778	0.8666666666666667	0.8888888888888888	0.8656716417910447	0.8295454545454546	0.8235294117647058	0.8309859154929577	0.8823529411764706	0.9206349206349206	0.9166666666666666	0.8888888888888888	0.74	0.8904109589041096	0.8571428571428571	0.9176470588235294	0.7076923076923077	0.8936170212765957	0.9577464788732394	0.6842105263157895	0.8850574712643678	0.84375	0.9021739130434783	0.851063829787234	0.8901098901098901	0.9230769230769231	0.8909090909090909	0.7678571428571429	0.9111111111111111	0.8428571428571429	0.7704918032786885	0.8602150537634409	0.8125	0.8888888888888888	0.7540983606557377	0.8717948717948718	0.7254901960784313	0.9054054054054054	0.8135593220338984	0.7704918032786885	0.925531914893617	0.7254901960784313	0.8831168831168831	0.8	0.7560975609756098	0.7627118644067796	0.8	0.803030303030303	0.8666666666666667	0.8	0.8072289156626506	0.8181818181818182	0.76	0.8059701492537313	0.803921568627451	0.847457627118644	0.7543859649122807	0.8695652173913043	0.7083333333333334	0.6666666666666666	0.7777777777777778	0.7413793103448276	0.8192771084337349	0.7073170731707317	0.6923076923076923	0.7446808510638298	0.7647058823529411	0.8095238095238095	0.696969696969697	0.0	0.8181818181818182	0.828125	0.74	0.7619047619047619	0.8961038961038961	0.7592592592592593	0.7916666666666666	0.7586206896551724	0.7954545454545454	0.7666666666666667	0.8245614035087719	0.8409090909090909	0.855072463768116	0.7291666666666666	0.875	0.9223300970873787	0.8	0.875	0.782608695652174	0.6458333333333334	0.7777777777777778	0.6833333333333333	0.782608695652174	0.7727272727272727	0.8214285714285714	0.7627118644067796	0.8	0.7906976744186046	1.0	0.9215686274509803	0.9204545454545454	0.8769230769230769	0.6779661016949152	0.8241758241758241	0.7681159420289855	0.7647058823529411	0.7910447761194029	0.6590909090909091	0.8470588235294118	0.6842105263157895	0.8591549295774648	0.8837209302325582	0.7419354838709677	0.8641975308641975	0.8431372549019608	0.847457627118644	0.9253731343283582	0.9107142857142857	0.8933333333333333	0.9130434782608695	0.8166666666666667	0.78	0.7924528301886793	0.9101123595505618	0.8732394366197183	0.7454545454545455	0.8450704225352113	0.7307692307692307	0.8	0.7894736842105263	0.7662337662337663
L39	0.7391304347826086	0.7636363636363637	0.7906976744186046	0.8372093023255814	0.796875	0.7708333333333334	0.8494623655913979	0.7794117647058824	0.7758620689655172	0.8828828828828829	0.8461538461538461	0.734375	0.7727272727272727	0.8983050847457628	0.7777777777777778	0.8928571428571429	0.7413793103448276	0.8524590163934426	0.7931034482758621	0.7636363636363637	0.7536231884057971	0.8870967741935484	0.8170731707317073	0.7972972972972973	0.9038461538461539	0.803030303030303	0.8235294117647058	0.8409090909090909	0.765625	0.8351648351648352	0.82	0.8602150537634409	0.8809523809523809	0.7777777777777778	0.8787878787878788	0.8260869565217391	0.7887323943661971	0.8571428571428571	0.8315789473684211	0.8301886792452831	0.8271604938271605	0.8591549295774648	0.76	0.7931034482758621	0.7536231884057971	0.8095238095238095	0.8405797101449275	0.8842105263157894	0.8333333333333334	0.8181818181818182	0.7674418604651163	0.8369565217391305	0.8	0.7962962962962963	0.8648648648648649	0.8157894736842105	0.7962962962962963	0.8444444444444444	0.8524590163934426	0.7818181818181819	0.75	0.8214285714285714	0.8032786885245902	0.7936507936507936	0.7424242424242424	0.7592592592592593	0.8490566037735849	0.71875	0.7619047619047619	0.8295454545454546	0.7659574468085106	0.7833333333333333	0.7692307692307693	0.7169811320754716	0.8297872340425532	0.7866666666666666	0.8181818181818182	0.0	0.8059701492537313	0.7636363636363637	0.8367346938775511	0.7837837837837838	0.8387096774193549	0.74	0.8840579710144928	0.7111111111111111	0.765625	0.8387096774193549	0.8085106382978723	0.8	0.7547169811320755	0.7959183673469388	0.8737864077669902	0.8153846153846154	0.8431372549019608	0.803921568627451	0.8135593220338984	0.7922077922077922	0.8493150684931506	0.8875	0.82	0.7906976744186046	0.8	0.75	0.86	0.9777777777777777	0.8	0.7951807228915663	0.78125	0.8142857142857143	0.7956989247311828	0.8461538461538461	0.6911764705882353	0.7536231884057971	0.7692307692307693	0.7590361445783133	0.8059701492537313	0.8055555555555556	0.8222222222222222	0.7424242424242424	0.8170731707317073	0.8148148148148148	0.8032786885245902	0.8333333333333334	0.8421052631578947	0.7945205479452054	0.8541666666666666	0.7741935483870968	0.8421052631578947	0.7222222222222222	0.8409090909090909	0.7857142857142857	0.7868852459016393	0.7205882352941176	0.8360655737704918	0.703125	0.8409090909090909	0.7654320987654321
L40	0.847457627118644	0.78125	0.8301886792452831	0.8541666666666666	0.7916666666666666	0.85	0.7	0.8518518518518519	0.734375	0.7818181818181819	0.7121212121212122	0.7183098591549296	0.7446808510638298	0.7288135593220338	0.775	0.6909090909090909	0.7424242424242424	0.6440677966101694	0.8020833333333334	0.7213114754098361	0.72	0.7258064516129032	0.7558139534883721	0.68	0.7818181818181819	0.7972972972972973	0.6956521739130435	0.845360824742268	0.7464788732394366	0.7252747252747253	0.7678571428571429	0.7916666666666666	0.86	0.8823529411764706	0.782608695652174	0.8363636363636363	0.8	0.7837837837837838	0.79	0.7368421052631579	0.8202247191011236	0.7702702702702703	0.8023255813953488	0.7878787878787878	0.8837209302325582	0.8028169014084507	0.6956521739130435	0.9056603773584906	0.7692307692307693	0.8117647058823529	0.7142857142857143	0.7684210526315789	0.7246376811594203	0.7288135593220338	0.7792207792207793	0.8095238095238095	0.8095238095238095	0.6744186046511628	0.7878787878787878	0.7580645161290323	0.75	0.7741935483870968	0.703125	0.7714285714285715	0.8518518518518519	0.7777777777777778	0.8166666666666667	0.7397260273972602	0.7246376811594203	0.8585858585858586	0.847457627118644	0.7230769230769231	0.7868852459016393	0.7419354838709677	0.75	0.6883116883116883	0.828125	0.8059701492537313	0.0	0.7619047619047619	0.7592592592592593	0.7951807228915663	0.7575757575757576	0.7833333333333333	0.6818181818181818	0.8070175438596491	0.6911764705882353	0.8285714285714286	0.7058823529411765	0.8536585365853658	0.711864406779661	0.7454545454545455	0.7524752475247525	0.5737704918032787	0.8103448275862069	0.7758620689655172	0.6440677966101694	0.6794871794871795	0.825	0.7777777777777778	0.8103448275862069	0.8367346938775511	0.7605633802816901	0.7195121951219512	0.864406779661017	0.9019607843137255	0.7272727272727273	0.8043478260869565	0.7058823529411765	0.7083333333333334	0.7551020408163265	0.75	0.7307692307692307	0.7532467532467533	0.7868852459016393	0.7159090909090909	0.6567164179104478	0.8	0.7884615384615384	0.6714285714285714	0.7840909090909091	0.7868852459016393	0.7424242424242424	0.8552631578947368	0.7540983606557377	0.9347826086956522	0.8596491228070176	0.8378378378378378	0.7741935483870968	0.746031746031746	0.8686868686868687	0.8125	0.6666666666666666	0.8588235294117647	0.6935483870967742	0.6901408450704225	0.78	0.7777777777777778
L41	0.7272727272727273	0.7307692307692307	0.7804878048780488	0.8048780487804879	0.75	0.7872340425531915	0.7647058823529411	0.8428571428571429	0.7222222222222222	0.8909090909090909	0.8225806451612904	0.8208955223880597	0.7954545454545454	0.7884615384615384	0.7887323943661971	0.75	0.7758620689655172	0.8275862068965517	0.8555555555555555	0.7307692307692307	0.8333333333333334	0.8448275862068966	0.8271604938271605	0.7746478873239436	0.9	0.8840579710144928	0.6779661016949152	0.9130434782608695	0.8153846153846154	0.8444444444444444	0.7872340425531915	0.8314606741573034	0.875	0.8571428571428571	0.7796610169491526	0.8181818181818182	0.782608695652174	0.8529411764705882	0.8279569892473119	0.7755102040816326	0.8658536585365854	0.765625	0.7361111111111112	0.7636363636363637	0.8493150684931506	0.7627118644067796	0.7419354838709677	0.9166666666666666	0.7636363636363637	0.8133333333333334	0.7560975609756098	0.7931034482758621	0.711864406779661	0.7142857142857143	0.7384615384615385	0.8108108108108109	0.7142857142857143	0.7710843373493976	0.7857142857142857	0.673469387755102	0.7611940298507462	0.7924528301886793	0.7758620689655172	0.6785714285714286	0.7910447761194029	0.6458333333333334	0.7446808510638298	0.7096774193548387	0.711864406779661	0.8255813953488372	0.6666666666666666	0.6346153846153846	0.6222222222222222	0.5957446808510638	0.7073170731707317	0.7285714285714285	0.74	0.7636363636363637	0.7619047619047619	0.0	0.75	0.8266666666666667	0.7931034482758621	0.6739130434782609	0.7704918032786885	0.782608695652174	0.6949152542372882	0.7719298245614035	0.6829268292682927	0.7941176470588235	0.6666666666666666	0.7872340425531915	0.8247422680412371	0.828125	0.7872340425531915	0.6888888888888889	0.7857142857142857	0.7866666666666666	0.7384615384615385	0.8243243243243243	0.7872340425531915	0.8409090909090909	0.7741935483870968	0.76	0.75	0.926829268292683	0.7916666666666666	0.8470588235294118	0.7741935483870968	0.65	0.8043478260869565	0.7605633802816901	0.7391304347826086	0.6875	0.5581395348837209	0.7682926829268293	0.6071428571428571	0.7272727272727273	0.7560975609756098	0.6935483870967742	0.7662337662337663	0.7346938775510204	0.7543859649122807	0.8461538461538461	0.7450980392156863	0.8831168831168831	0.8478260869565217	0.7457627118644068	0.6938775510204082	0.7592592592592593	0.8235294117647058	0.8142857142857143	0.6666666666666666	0.7121212121212122	0.7454545454545455	0.7142857142857143	0.7105263157894737	0.759493670886076
